nome,url,porcao,calorias,carboidratos,proteinas,gorduras,gorduras_saturadas,fibras,acucares,sodio,data_coleta,categoria,codigo
Biscoito BISCOITONE de Polvilho Salgado Pacote 100g,https://www.paodeacucar.com/produto/120907/biscoito-biscoitone-de-polvilho-salgado-pacote-100g,30.0,132.0,23.0,0.0,0.8,0.6,0.0,0.0,357.0,2025-10-16 15:34:42,Não especificada,7898171340017
Chococino em Cápsula Alpino Nescafé Dolce Gusto Caixa 178g 10 Unidades,https://www.paodeacucar.com/produto/1615424/chococino-em-capsula-alpino-nescafe-dolce-gusto-caixa-178g-10-unidades,0.0,71.0,12.0,2.0,1.4,1.0,1.1,11.0,67.0,2025-10-16 15:35:00,Não especificada,7891000738481
Iogurte Integral Ameixa Vigor Viv Copo 150g,https://www.paodeacucar.com/produto/1072999/iogurte-integral-ameixa-vigor-viv-copo-150g,150.0,144.0,22.0,4.9,4.1,2.5,0.0,13.9,74.0,2025-10-16 15:35:18,Não especificada,7896625210756
Bolo Napolitano Ana Maria Pacote 42g,https://www.paodeacucar.com/produto/232844/bolo-napolitano-ana-maria-pacote-42g,42.0,167.0,24.0,1.6,7.2,5.1,0.9,18.0,89.0,2025-10-16 15:35:54,Não especificada,7896002368230
Broinhas de Fubá CASA VICTORIANA 120g,https://www.paodeacucar.com/produto/94883/broinhas-de-fuba-casa-victoriana-120g,30.0,157.0,28.0,0.0,4.0,0.0,0.8,0.0,38.0,2025-10-16 15:36:12,Não especificada,7896903813624
Iogurte Parcialmente Desnatado Morango Fazenda Bela Vista Frasco 180g,https://www.paodeacucar.com/produto/217857/iogurte-parcialmente-desnatado-morango-fazenda-bela-vista-frasco-180g,180.0,157.0,25.0,4.5,4.3,2.7,0.0,24.0,77.0,2025-10-16 15:37:06,Não especificada,7896229800292
Kefir Integral Atilatte Garrafa 500g,https://www.paodeacucar.com/produto/1055832/kefir-integral-atilatte-garrafa-500g,200.0,134.0,10.0,6.6,7.4,4.6,0.0,7.7,100.0,2025-10-16 15:38:18,Não especificada,7897277705232
Chocolate Amargo em Gotas 70% Cacau Unique Pacote 400g,https://www.paodeacucar.com/produto/1532417/chocolate-amargo-em-gotas-70-cacau-unique-pacote-400g,25.0,137.0,7.8,2.5,11.0,6.7,3.5,0.0,0.0,2025-10-16 15:38:53,Não especificada,7897077836556
Sobremesa DANETTE Chocolate Ao Leite 180g 2 unidades,https://www.paodeacucar.com/produto/365758/sobremesa-danette-chocolate-ao-leite-180g-2-unidades,90.0,133.0,20.0,2.8,4.6,3.0,0.5,0.0,144.0,2025-10-16 15:39:11,Não especificada,7891025110897
Biscoito BISCOITONE de Polvilho Doce Pacote 100g,https://www.paodeacucar.com/produto/121142/biscoito-biscoitone-de-polvilho-doce-pacote-100g,30.0,81.0,14.0,0.0,0.8,0.7,0.0,0.0,17.0,2025-10-16 15:39:28,Não especificada,7898171340185
Iogurte Integral Fazenda Bela Vista Copo 170g,https://www.paodeacucar.com/produto/391437/iogurte-integral-fazenda-bela-vista-copo-170g,170.0,172.0,25.0,5.4,5.6,3.6,0.0,24.0,90.0,2025-10-16 15:39:46,Não especificada,7896229800674
Bebida Láctea UHT Milho Verde Zero Lactose Parmalat Wheyfit Caixa 250ml,https://www.paodeacucar.com/produto/1624405/bebida-lactea-uht-milho-verde-zero-lactose-parmalat-wheyfit-caixa-250ml,0.0,128.0,11.0,15.0,2.5,1.5,0.0,11.0,218.0,2025-10-16 15:40:58,Não especificada,7891097106132
Iogurte Morango Danone Kids Garrafa 800g,https://www.paodeacucar.com/produto/1614176/iogurte-morango-danone-kids-garrafa-800g,200.0,135.0,22.0,4.8,3.1,2.0,0.0,21.0,64.0,2025-10-16 15:41:16,Não especificada,7891025124504
"Iogurte Parcialmente Desnatado Ameixa Batavo Probio2 Frasco 1,15kg Embalagem Econômica","https://www.paodeacucar.com/produto/1631138/iogurte-parcialmente-desnatado-ameixa-batavo-probio2-frasco-1,15kg-embalagem-economica",200.0,144.0,26.0,4.8,2.2,1.4,3.0,26.0,80.0,2025-10-16 15:42:27,Não especificada,7891097106842
Bebida Láctea UHT Abacate Zero Lactose Parmalat Wheyfit Caixa 250ml,https://www.paodeacucar.com/produto/1624404/bebida-lactea-uht-abacate-zero-lactose-parmalat-wheyfit-caixa-250ml,0.0,128.0,12.0,15.0,2.2,1.3,0.6,10.0,304.0,2025-10-16 15:42:46,Não especificada,7891097106125
Chocolate ao Leite com Castanha-do-Pará Garoto Talento Pacote 85g,https://www.paodeacucar.com/produto/1070276/chocolate-ao-leite-com-castanha-do-para-garoto-talento-pacote-85g,25.0,136.0,13.0,1.9,8.6,4.6,0.9,12.0,14.0,2025-10-16 15:43:04,Não especificada,7891008121773
Biscoito Champagne Di Cunto Pacote 200g,https://www.paodeacucar.com/produto/75549/biscoito-champagne-di-cunto-pacote-200g,30.0,110.0,20.0,2.2,2.4,0.9,0.0,0.0,11.0,2025-10-16 15:43:22,Não especificada,7897297200144
Bolo Morango Recheio Morango Ana Maria Pacote 70g,https://www.paodeacucar.com/produto/1638957/bolo-morango-recheio-morango-ana-maria-pacote-70g,70.0,236.0,39.0,3.3,7.4,1.0,0.7,23.0,149.0,2025-10-16 15:43:39,Não especificada,7896002311823
Pão de Forma Coco Panco Artesanale Pacote 350g,https://www.paodeacucar.com/produto/1637120/pao-de-forma-coco-panco-artesanale-pacote-350g,50.0,145.0,26.0,4.0,3.0,1.4,1.0,6.0,121.0,2025-10-16 15:43:58,Não especificada,7891203061287
Iogurte Parcialmente Desnatado Morango Nestlé Frasco 170g,https://www.paodeacucar.com/produto/365825/iogurte-parcialmente-desnatado-morango-nestle-frasco-170g,170.0,125.0,24.0,3.7,1.7,0.9,0.0,20.0,77.0,2025-10-16 15:44:51,Não especificada,7891000244265
Bolinho Chocolate Recheio Chocolate Seven Boys Pacote 35g,https://www.paodeacucar.com/produto/1070243/bolinho-chocolate-recheio-chocolate-seven-boys-pacote-35g,35.0,119.0,19.0,1.8,4.0,0.6,0.0,0.0,79.0,2025-10-16 15:45:45,Não especificada,7891193007005
Pimentão Verde QUALITÁ Bandeja 300g,https://www.paodeacucar.com/produto/99233/pimentao-verde-qualita-bandeja-300g,70.0,19.0,4.5,1.0,0.0,0.0,1.2,0.0,1.5,2025-10-16 15:46:03,Não especificada,7895000326341
Mini Alface Lisa SALANOVA 100g,https://www.paodeacucar.com/produto/183215/mini-alface-lisa-salanova-100g,100.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-10-16 15:46:21,Não especificada,7898904845802
Bolinho com Recheio de Chocolate Light SUAVIPAN 40g,https://www.paodeacucar.com/produto/114723/bolinho-com-recheio-de-chocolate-light-suavipan-40g,40.0,98.0,22.0,0.0,0.0,0.0,0.0,0.0,52.0,2025-10-16 15:46:39,Não especificada,7898115901106
Bife de Patinho Bovino para Milanesa Resfriado Bandeja 500g,https://www.paodeacucar.com/produto/167149/bife-de-patinho-bovino-para-milanesa-resfriado-bandeja-500g,100.0,150.0,0.0,21.0,6.0,2.0,0.0,0.0,130.0,2025-10-16 15:46:57,Não especificada,88718
Sobremesa Láctea Chocolate Chandelle Bandeja 180g 2 Unidades,https://www.paodeacucar.com/produto/325999/sobremesa-lactea-chocolate-chandelle-bandeja-180g-2-unidades,90.0,132.0,20.0,3.7,4.1,2.2,0.0,17.0,99.0,2025-10-16 15:48:10,Não especificada,78936195
Waffle Congelado Forno de Minas Pacote 280g 8 Unidades,https://www.paodeacucar.com/produto/1441725/waffle-congelado-forno-de-minas-pacote-280g-8-unidades,50.0,157.0,19.0,3.7,7.3,1.9,0.0,0.0,255.0,2025-10-16 15:48:28,Não especificada,7896074606513
Bombom Italiano ao Leite Recheio Cremoso Lindt Lindor Caixa 75g,https://www.paodeacucar.com/produto/1373110/bombom-italiano-ao-leite-recheio-cremoso-lindt-lindor-caixa-75g,25.0,156.0,11.0,1.0,12.0,9.0,1.0,9.0,17.0,2025-10-16 15:49:04,Não especificada,8003340805252
Minibrownie Chocolate Meio Amargo Wickbold Do Forno Pacote 30g,https://www.paodeacucar.com/produto/1119420/minibrownie-chocolate-meio-amargo-wickbold-do-forno-pacote-30g,30.0,137.0,16.0,2.0,7.2,1.4,0.9,0.0,34.0,2025-10-16 15:49:58,Não especificada,7896066307497
Pão Italiano Redondo Pequeno Basilicata Pacote 400g,https://www.paodeacucar.com/produto/158955/pao-italiano-redondo-pequeno-basilicata-pacote-400g,40.0,137.0,30.0,4.0,0.0,0.0,1.0,0.0,289.0,2025-10-16 15:50:34,Não especificada,7896076400034
Iogurte Parcialmente Desnatado Graviola Batavo Frasco 170g,https://www.paodeacucar.com/produto/478014/iogurte-parcialmente-desnatado-graviola-batavo-frasco-170g,170.0,128.0,24.0,3.9,1.8,1.1,0.0,0.0,65.0,2025-10-16 15:51:09,Não especificada,7891097102875
Mini Pão para Hot Dog CASA VICTORIANA 250g,https://www.paodeacucar.com/produto/88362/mini-pao-para-hot-dog-casa-victoriana-250g,50.0,155.0,29.0,4.3,0.0,0.0,0.2,0.0,191.0,2025-10-16 15:51:27,Não especificada,7896903811149
Bebezinho Morango PANCO 70g com 2 Unidades,https://www.paodeacucar.com/produto/72462/bebezinho-morango-panco-70g-com-2-unidades,60.0,199.0,38.0,2.9,3.9,1.7,1.3,0.0,104.0,2025-10-16 15:52:04,Não especificada,7891203055248
Iogurte Integral Coco Fazenda Bela Vista Copo 170g,https://www.paodeacucar.com/produto/1340719/iogurte-integral-coco-fazenda-bela-vista-copo-170g,170.0,191.0,28.0,5.1,6.3,3.7,0.0,28.0,90.0,2025-10-16 15:52:22,Não especificada,7896229800766
Cappuccino Pó Solúvel Chocolate Nescafé Lata 180g,https://www.paodeacucar.com/produto/1386435/cappuccino-po-soluvel-chocolate-nescafe-lata-180g,16.0,65.0,11.0,1.5,1.4,1.0,1.0,9.3,44.0,2025-10-16 15:52:40,Não especificada,7891000892473
Sorvete Coco e Abacaxi La Frutta Pote 900ml,https://www.paodeacucar.com/produto/1632460/sorvete-coco-e-abacaxi-la-frutta-pote-900ml,60.0,103.0,17.0,0.7,3.6,2.4,0.0,13.0,37.0,2025-10-16 15:52:59,Não especificada,7899975803135
Pão Bisnaguinha sem Glúten Zero Lactose Schär Bandeja 150g,https://www.paodeacucar.com/produto/1074866/pao-bisnaguinha-sem-gluten-zero-lactose-schar-bandeja-150g,50.0,120.0,24.0,1.5,2.2,0.0,3.0,0.0,220.0,2025-10-16 15:53:18,Não especificada,7898954933573
Filé Mignon Suíno em Bifes Congelado sem Osso Sadia 800g,https://www.paodeacucar.com/produto/530309/file-mignon-suino-em-bifes-congelado-sem-osso-sadia-800g,100.0,133.0,0.0,22.0,5.0,1.7,0.0,0.0,67.0,2025-10-16 15:53:35,Não especificada,7891515558635
Azeite de Oliva Extra Virgem Português Gallo Ancestral Gourmet Vidro 400ml,https://www.paodeacucar.com/produto/807874/azeite-de-oliva-extra-virgem-portugues-gallo-ancestral-gourmet-vidro-400ml,0.0,108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-10-16 15:54:29,Não especificada,5601252118533
Arroz Caramelizado TRENCH Pacote 100g,https://www.paodeacucar.com/produto/59628/arroz-caramelizado-trench-pacote-100g,20.0,68.0,17.0,0.0,0.0,0.0,1.0,0.0,37.0,2025-10-16 15:54:47,Não especificada,7898005050150
Sobremesa Láctea Flan Calda Frutas Vermelhas Batavo Bandeja 200g 2 Unidades,https://www.paodeacucar.com/produto/168310/sobremesa-lactea-flan-calda-frutas-vermelhas-batavo-bandeja-200g-2-unidades,100.0,106.0,22.0,2.3,1.0,0.6,0.0,19.0,66.0,2025-10-16 15:55:05,Não especificada,78912298
Pack Leite Fermentado Desnatado Uva Bob Esponja Batavo Caixa 6 Unidades 80g Cada,https://www.paodeacucar.com/produto/105889/pack-leite-fermentado-desnatado-uva-bob-esponja-batavo-caixa-6-unidades-80g-cada,80.0,59.0,13.0,1.7,0.0,0.0,0.0,0.0,19.0,2025-10-16 15:55:24,Não especificada,7891097101991
Iogurte Integral Morango Batavo Pedaços Pote 500g,https://www.paodeacucar.com/produto/162065/iogurte-integral-morango-batavo-pedacos-pote-500g,200.0,192.0,28.0,6.0,6.2,3.8,0.0,26.0,86.0,2025-10-16 15:56:18,Não especificada,7891097010781
Pão de Mel com Cobertura de Chocolate TRENCH 150g,https://www.paodeacucar.com/produto/120790/pao-de-mel-com-cobertura-de-chocolate-trench-150g,45.0,182.0,27.0,0.0,0.0,0.0,0.0,0.0,132.0,2025-10-16 15:56:36,Não especificada,7898005050617
Iogurte Vitamina de Frutas Vigor Frasco 170g,https://www.paodeacucar.com/produto/1069132/iogurte-vitamina-de-frutas-vigor-frasco-170g,170.0,148.0,27.0,4.6,2.5,1.5,0.0,0.0,72.0,2025-10-16 15:56:54,Não especificada,7896625210473
Biscoito Leite Condensado Quero Mais Pote 160g,https://www.paodeacucar.com/produto/357267/biscoito-leite-condensado-quero-mais-pote-160g,30.0,154.0,22.5,0.9,0.9,1.4,0.1,0.0,1.8,2025-10-16 15:57:12,Não especificada,7898971862047
Leite Fermentado Integral Morango Activia Bandeja 340g 4 Unidades,https://www.paodeacucar.com/produto/1450022/leite-fermentado-integral-morango-activia-bandeja-340g-4-unidades,85.0,77.0,10.0,3.0,2.8,1.8,0.0,0.0,36.0,2025-10-16 15:58:06,Não especificada,7891025123163
Bala de Coco Alfiniz Pote 120g,https://www.paodeacucar.com/produto/361777/bala-de-coco-alfiniz-pote-120g,10.0,42.0,9.0,0.0,0.5,0.5,0.0,0.0,0.0,2025-10-16 15:58:24,Não especificada,7898040380052
Iogurte Parcialmente Desnatado Mel Qualitá Copo 160g,https://www.paodeacucar.com/produto/426799/iogurte-parcialmente-desnatado-mel-qualita-copo-160g,160.0,144.0,21.0,4.8,4.0,2.3,0.0,0.0,71.0,2025-10-16 15:58:42,Não especificada,7895000482757
Bolinho com Recheio de Morango Light SUAVIPAN 40g,https://www.paodeacucar.com/produto/87657/bolinho-com-recheio-de-morango-light-suavipan-40g,40.0,120.0,19.0,2.2,3.9,1.7,3.8,0.0,77.0,2025-10-16 15:59:01,Não especificada,7898115900109
Bebida Láctea Fermentada Morango Vigor Todo Dia Bandeja 510g 6 Unidades,https://www.paodeacucar.com/produto/1468919/bebida-lactea-fermentada-morango-vigor-todo-dia-bandeja-510g-6-unidades,85.0,69.0,12.0,2.0,1.4,0.8,0.0,0.0,42.0,2025-10-16 15:59:19,Não especificada,7896625211265
Bombom de Sorvete Pistacchio Bacio di Latte Casa Pote 144g,https://www.paodeacucar.com/produto/1624642/bombom-de-sorvete-pistacchio-bacio-di-latte-casa-pote-144g,25.0,90.0,6.6,1.5,0.1,3.4,0.3,5.5,29.0,2025-10-16 15:59:37,Não especificada,7898967660596
Iogurte Parcialmente Desnatado Vitamina de Frutas Fazenda Bela Vista Frasco 500g,https://www.paodeacucar.com/produto/1614733/iogurte-parcialmente-desnatado-vitamina-de-frutas-fazenda-bela-vista-frasco-500g,200.0,184.0,30.0,5.2,4.8,2.9,0.0,26.0,96.0,2025-10-16 15:59:55,Não especificada,7896229800643
"Iogurte Integral Cenoura, Laranja e Mel Vigor Viv Copo 150g","https://www.paodeacucar.com/produto/1073001/iogurte-integral-cenoura,-laranja-e-mel-vigor-viv-copo-150g",150.0,140.0,21.0,4.9,4.1,2.5,0.0,13.1,74.0,2025-10-16 16:00:31,Não especificada,7896625210725
Biscoito Casadinho Goiabada Quero Mais Bandeja 160g,https://www.paodeacucar.com/produto/357266/biscoito-casadinho-goiabada-quero-mais-bandeja-160g,30.0,141.0,21.4,1.1,0.7,1.0,0.2,0.0,70.5,2025-10-16 16:00:50,Não especificada,7898971862054
Cappuccino em Cápsula Doce de Leite Moça Nescafé Dolce Gusto Caixa 170g 10 Unidades,https://www.paodeacucar.com/produto/1560018/cappuccino-em-capsula-doce-de-leite-moca-nescafe-dolce-gusto-caixa-170g-10-unidades,17.0,73.0,13.0,1.7,1.5,0.8,0.0,13.0,27.0,2025-10-16 16:01:08,Não especificada,7891000877456
Minibolo Baunilha com Chocolate sem Glúten Zero Lactose Turma da Nutrição Wickbold Pacote 40g,https://www.paodeacucar.com/produto/495778/minibolo-baunilha-com-chocolate-sem-gluten-zero-lactose-turma-da-nutricao-wickbold-pacote-40g,40.0,145.0,23.0,1.7,5.3,2.1,1.1,0.0,132.0,2025-10-16 16:01:25,Não especificada,7896066301938
Queijo Petit Suisse Morango Danoninho Ice Squeeze 70g,https://www.paodeacucar.com/produto/791618/queijo-petit-suisse-morango-danoninho-ice-squeeze-70g,70.0,69.0,8.4,4.3,2.0,1.3,0.0,0.0,47.0,2025-10-16 16:02:01,Não especificada,7891025122241
Chocolate Francês Amargo 70% Cacau Lindt Excellence 100g,https://www.paodeacucar.com/produto/73198/chocolate-frances-amargo-70-cacau-lindt-excellence-100g,25.0,148.0,3.5,2.4,14.0,7.5,3.5,0.0,3.3,2025-10-16 16:02:19,Não especificada,3046920028004
Pão de Forma Quinoa e Linhaça sem Glúten Vegano Schär Pacote 200g,https://www.paodeacucar.com/produto/1618534/pao-de-forma-quinoa-e-linhaca-sem-gluten-vegano-schar-pacote-200g,50.0,125.0,23.0,1.6,1.9,1.9,4.3,6.3,205.0,2025-10-16 16:02:37,Não especificada,7898954933627
Torrada Tradicional sem Glúten GRANI AMICI Pacote 160g,https://www.paodeacucar.com/produto/290036/torrada-tradicional-sem-gluten-grani-amici-pacote-160g,30.0,94.0,23.0,0.5,0.4,0.2,0.3,0.0,119.0,2025-10-16 16:03:50,Não especificada,7898944830493
Muffin Orgânico de Banana SUAVIPAN 40g,https://www.paodeacucar.com/produto/11865/muffin-organico-de-banana-suavipan-40g,40.0,147.0,21.0,0.0,0.0,0.0,0.0,0.0,66.0,2025-10-16 16:04:07,Não especificada,7898115901335
Pack Minibrownie Chocolate com Avelãs Recheio Chocolate Wickbold Do Forno Caixa 150g 5 Unidades,https://www.paodeacucar.com/produto/1105262/pack-minibrownie-chocolate-com-avelas-recheio-chocolate-wickbold-do-forno-caixa-150g-5-unidades,30.0,141.0,16.0,2.1,7.6,1.2,0.7,0.0,34.0,2025-10-16 16:04:43,Não especificada,7896066307473
Leite Fermentado Parcialmente Desnatado Ameixa Activia Frasco 170g,https://www.paodeacucar.com/produto/346280/leite-fermentado-parcialmente-desnatado-ameixa-activia-frasco-170g,170.0,116.0,21.0,3.9,1.8,1.2,0.7,0.0,74.0,2025-10-16 16:05:01,Não especificada,7891025109419
Iogurte Parcialmente Desnatado Morango Batavo Probio2 Frasco 170g,https://www.paodeacucar.com/produto/1623221/iogurte-parcialmente-desnatado-morango-batavo-probio2-frasco-170g,170.0,122.0,22.0,4.1,1.9,1.2,2.6,22.0,68.0,2025-10-16 16:05:55,Não especificada,7891097104879
Sorvete Caramelo Salgado Bacio di Latte Pote 490ml,https://www.paodeacucar.com/produto/1630387/sorvete-caramelo-salgado-bacio-di-latte-pote-490ml,60.0,117.0,13.0,2.3,6.2,3.2,0.0,13.0,137.0,2025-10-16 16:06:12,Não especificada,7898967660695
Creme Quark Calda Frutas Vermelhas Batavo Nuv Pote 100g,https://www.paodeacucar.com/produto/443745/creme-quark-calda-frutas-vermelhas-batavo-nuv-pote-100g,100.0,125.0,17.0,4.4,4.4,2.6,0.0,0.0,27.0,2025-10-16 16:07:05,Não especificada,7891097000829
"Abobora Seca 1,3kg (1 Pedaço)","https://www.paodeacucar.com/produto/80510/abobora-seca-1,3kg-(1-pedaco)",50.0,19.0,4.0,1.0,0.0,0.0,1.1,0.0,0.0,2025-10-16 16:07:23,Não especificada,336826
Sorvete Pistache La Basque Premium Ice Cream Pote 500ml,https://www.paodeacucar.com/produto/426127/sorvete-pistache-la-basque-premium-ice-cream-pote-500ml,60.0,144.0,13.0,2.4,8.9,5.0,0.0,0.0,36.0,2025-10-16 16:07:41,Não especificada,7896209256460
Bebida Láctea Fermentada Morango + Pêssego Batavo Bandeja 510g 6 Unidades,https://www.paodeacucar.com/produto/221896/bebida-lactea-fermentada-morango-+-pessego-batavo-bandeja-510g-6-unidades,85.0,74.0,14.0,1.6,1.3,0.8,0.0,11.0,31.0,2025-10-16 16:08:00,Não especificada,7891097101861
Iogurte Desnatado Morango Atilatte Garrafa 500g,https://www.paodeacucar.com/produto/428960/iogurte-desnatado-morango-atilatte-garrafa-500g,180.0,72.0,13.0,6.3,0.0,0.0,0.0,0.0,80.0,2025-10-16 16:08:18,Não especificada,7897277700282
Bolinho de Cenoura com Recheio de Chocolate Light SUAVIPAN Pacote 40g,https://www.paodeacucar.com/produto/22843/bolinho-de-cenoura-com-recheio-de-chocolate-light-suavipan-pacote-40g,40.0,117.0,21.0,2.4,4.1,2.1,4.1,0.0,123.0,2025-10-16 16:09:29,Não especificada,7898115900154
Iogurte Parcialmente Desnatado Tradicional Batavo Probio2 Frasco 170g,https://www.paodeacucar.com/produto/1623214/iogurte-parcialmente-desnatado-tradicional-batavo-probio2-frasco-170g,170.0,122.0,22.0,4.1,0.0,0.0,2.6,17.0,0.0,2025-10-16 16:10:05,Não especificada,7891097104893
Biscoito Beijinho de Freira Quero Mais Pote 170g,https://www.paodeacucar.com/produto/357264/biscoito-beijinho-de-freira-quero-mais-pote-170g,30.0,165.0,20.7,0.4,1.1,1.7,0.3,0.0,48.2,2025-10-16 16:10:23,Não especificada,7898971862061
Minibrownie Chocolate ao Leite Wickbold Do Forno Pacote 30g,https://www.paodeacucar.com/produto/1119422/minibrownie-chocolate-ao-leite-wickbold-do-forno-pacote-30g,30.0,141.0,17.0,2.1,7.2,1.4,0.6,0.0,36.0,2025-10-16 16:11:17,Não especificada,7896066307510
Pão Bolinha Recheio Linguiça e Queijo Zinho Pacote 300g,https://www.paodeacucar.com/produto/325673/pao-bolinha-recheio-linguica-e-queijo-zinho-pacote-300g,40.0,84.0,13.0,2.9,5.6,1.9,0.0,1.5,236.0,2025-10-16 16:11:35,Não especificada,7898337980286
Iogurte Batido Vigor Frasco 170g,https://www.paodeacucar.com/produto/1069129/iogurte-batido-vigor-frasco-170g,170.0,143.0,25.0,4.7,2.6,1.5,0.0,0.0,73.0,2025-10-16 16:12:11,Não especificada,7896625210442
Iogurte Desnatado Ameixa Zero Lactose Yorgus Completo Frasco 250g,https://www.paodeacucar.com/produto/1537997/iogurte-desnatado-ameixa-zero-lactose-yorgus-completo-frasco-250g,250.0,136.0,16.0,18.0,0.0,0.0,3.0,0.0,60.0,2025-10-16 16:12:28,Não especificada,7898571521207
Minibrownie Avelãs Wickbold Do Forno Pacote 30g,https://www.paodeacucar.com/produto/1119421/minibrownie-avelas-wickbold-do-forno-pacote-30g,30.0,141.0,16.0,2.1,7.6,1.2,0.7,0.0,34.0,2025-10-16 16:13:05,Não especificada,7896066307503
Iogurte Parcialmente Desnatado Maçã Qualitá Copo 160g,https://www.paodeacucar.com/produto/418292/iogurte-parcialmente-desnatado-maca-qualita-copo-160g,160.0,148.0,22.0,4.7,3.8,2.2,0.0,0.0,69.0,2025-10-16 16:13:23,Não especificada,7895000453276
Iogurte Morango com Confeito Bob Esponja Batavo Copo 125g,https://www.paodeacucar.com/produto/1618694/iogurte-morango-com-confeito-bob-esponja-batavo-copo-125g,125.0,161.0,24.0,3.6,5.6,4.7,0.6,23.0,42.0,2025-10-16 16:13:41,Não especificada,7891097105203
Biscoito Caseiro Ellen Pacote 150g,https://www.paodeacucar.com/produto/291603/biscoito-caseiro-ellen-pacote-150g,20.0,88.0,20.0,1.3,0.25,0.05,0.44,0.0,1.7,2025-10-16 16:14:18,Não especificada,7898144110029
Iogurte Parcialmente Desnatado Morango com Cereais de Chocolate Chamyto Bandeja 130g,https://www.paodeacucar.com/produto/434774/iogurte-parcialmente-desnatado-morango-com-cereais-de-chocolate-chamyto-bandeja-130g,130.0,137.0,22.0,4.5,3.6,2.1,0.0,16.0,88.0,2025-10-16 16:15:31,Não especificada,7891000260166
"Iogurte Parcialmente Desnatado Morango Batavo Garrafa 1,15kg Embalagem Econômica","https://www.paodeacucar.com/produto/478011/iogurte-parcialmente-desnatado-morango-batavo-garrafa-1,15kg-embalagem-economica",200.0,147.0,27.0,5.2,2.0,1.3,0.0,25.0,62.0,2025-10-16 16:15:49,Não especificada,7891097103384
Iogurte Morango e Aveia Danone Garrafa 800g,https://www.paodeacucar.com/produto/1614227/iogurte-morango-e-aveia-danone-garrafa-800g,200.0,132.0,21.0,4.8,3.0,1.9,1.1,20.0,62.0,2025-10-16 16:16:25,Não especificada,7891025124443
Iogurte Parcialmente Desnatado Fazenda Bela Vista Frasco 180g,https://www.paodeacucar.com/produto/216137/iogurte-parcialmente-desnatado-fazenda-bela-vista-frasco-180g,180.0,152.0,24.0,4.5,4.3,2.7,0.0,24.0,76.0,2025-10-16 16:16:43,Não especificada,7896229800391
Biscoito Mantecal Ellen Pacote 150g,https://www.paodeacucar.com/produto/291609/biscoito-mantecal-ellen-pacote-150g,20.0,95.0,9.0,0.36,1.1,0.01,0.13,0.0,41.0,2025-10-16 16:17:01,Não especificada,7898144110081
Iogurte Desnatado Coco Atilatte Garrafa 500g,https://www.paodeacucar.com/produto/428961/iogurte-desnatado-coco-atilatte-garrafa-500g,180.0,79.0,13.0,5.7,0.0,0.0,0.0,0.0,95.0,2025-10-16 16:17:36,Não especificada,7897277700343
Iogurte Desnatado Grego Framboesa Zero Lactose Yorgus Pote 130g,https://www.paodeacucar.com/produto/1463630/iogurte-desnatado-grego-framboesa-zero-lactose-yorgus-pote-130g,130.0,95.0,12.0,12.0,0.0,0.0,0.0,12.0,39.0,2025-10-16 16:17:55,Não especificada,7898571521252
Iogurte Vegetal Pasta de Amendoim Vida Veg Protein Frasco 250g,https://www.paodeacucar.com/produto/623685/iogurte-vegetal-pasta-de-amendoim-vida-veg-protein-frasco-250g,250.0,152.0,11.0,14.0,5.4,4.2,2.6,0.0,153.0,2025-10-16 16:18:31,Não especificada,7898958161514
Coentro e Cebolinha QUALITÁ Maço,https://www.paodeacucar.com/produto/135571/coentro-e-cebolinha-qualita-maco,0.0,0.0,3.65,2.58,0.0,0.0,1.6,0.0,27.0,2025-10-16 16:18:49,Não especificada,7895000257973
Suco Uva Fazenda Bela Vista Garrafa 900ml,https://www.paodeacucar.com/produto/1376097/suco-uva-fazenda-bela-vista-garrafa-900ml,0.0,104.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-10-16 16:19:43,Não especificada,7896229800780
Bebida Láctea Fermentada Coco Qualitá Garrafa 850g,https://www.paodeacucar.com/produto/392019/bebida-lactea-fermentada-coco-qualita-garrafa-850g,200.0,162.0,28.0,3.7,2.9,1.6,0.0,0.0,84.0,2025-10-16 16:21:47,Não especificada,7895000453238
Danone Líquido Batido com Aveia Quaker® 170g,https://www.paodeacucar.com/produto/1626631/danone-liquido-batido-com-aveia-quaker%C2%AE-170g,170.0,117.0,19.0,4.3,2.5,1.6,1.0,17.0,60.0,2025-10-16 16:22:40,Não especificada,7891025124849
Minipão Italiano Redondo Basilicata Pacote 200g,https://www.paodeacucar.com/produto/61853/minipao-italiano-redondo-basilicata-pacote-200g,40.0,137.0,30.0,4.0,0.0,0.0,1.0,0.0,289.0,2025-10-16 16:22:59,Não especificada,7896076402373
Bebida Láctea Fermentada Salada de Frutas Qualitá Garrafa 850g,https://www.paodeacucar.com/produto/392021/bebida-lactea-fermentada-salada-de-frutas-qualita-garrafa-850g,200.0,162.0,28.0,3.7,2.9,1.6,0.0,0.0,84.0,2025-10-16 16:23:34,Não especificada,7895000453221
Arroz Branco Tipo 1 Qualitá Pacote 5kg,https://www.paodeacucar.com/produto/107050/arroz-branco-tipo-1-qualita-pacote-5kg,50.0,171.0,39.0,3.7,0.0,0.0,0.8,0.0,0.0,2025-10-16 16:23:52,Não especificada,7895000318612
