nome,url,porcao,calorias,carboidratos,proteinas,gorduras,gorduras_saturadas,fibras,acucares,sodio,data_coleta,categoria,codigo
14.0,158.0,21.0,0.7,0.1,4.3,Biscoito Chocolate ao Leite Bauducco Choco Biscuit Pacote 36g,36.0,1.9,49.0,https://www.paodeacucar.com/produto/471994/biscoito-chocolate-ao-leite-bauducco-choco-biscuit-pacote-36g,https://www.paodeacucar.com/produto/471994/biscoito-chocolate-ao-leite-bauducco-choco-biscuit-pacote-36g,biscoito chocolate ao leite bauducco choco biscuit pacote 36g,
5.5,109.0,16.0,1.7,4.0,0.6,Biscoito BelVita Mel E Cacau Multipack 75g com 3 Unidades de 25g,25.0,1.9,54.0,https://www.paodeacucar.com/produto/379988/biscoito-belvita-mel-e-cacau-multipack-75g-com-3-unidades-de-25g,https://www.paodeacucar.com/produto/379988/biscoito-belvita-mel-e-cacau-multipack-75g-com-3-unidades-de-25g,biscoito belvita mel e cacau multipack 75g com 3 unidades de 25g,
0.0,278.0,58.0,2.1,1.2,0.0,Massa com Ovos para Lasanha Barilla Pacote 200g,80.0,9.1,13.0,https://www.paodeacucar.com/produto/313810/massa-com-ovos-para-lasanha-barilla-pacote-200g,https://www.paodeacucar.com/produto/313810/massa-com-ovos-para-lasanha-barilla-pacote-200g,massa com ovos para lasanha barilla pacote 200g,
6.8,129.0,22.0,0.7,3.6,0.6,Biscoito Leite Maltado Passatempo Pacote 150G,30.0,2.6,60.0,https://www.paodeacucar.com/produto/1636733/biscoito-leite-maltado-passatempo-pacote-150g,https://www.paodeacucar.com/produto/1636733/biscoito-leite-maltado-passatempo-pacote-150g,biscoito leite maltado passatempo pacote 150g,
0.0,120.0,32.0,5.0,0.5,0.0,Figo Turco Seco Layer 250g,50.0,1.7,0.0,https://www.paodeacucar.com/produto/45590/figo-turco-seco-layer-250g,https://www.paodeacucar.com/produto/45590/figo-turco-seco-layer-250g,figo turco seco layer 250g,
14.0,148.0,20.0,0.0,7.1,3.4,Biscoito Piraquê  Wafer Sabor Limão 100g,30.0,1.0,25.0,https://www.paodeacucar.com/produto/1386021/biscoito-piraque--wafer-sabor-limao-100g,https://www.paodeacucar.com/produto/1386021/biscoito-piraque--wafer-sabor-limao-100g,biscoito piraque  wafer sabor limao 100g,
0.0,60.0,2.0,4.1,4.5,0.4,Linhaça Dourada Qualitá Pote 150g,15.0,3.0,0.0,https://www.paodeacucar.com/produto/1627244/linhaca-dourada-qualita-pote-150g,https://www.paodeacucar.com/produto/1627244/linhaca-dourada-qualita-pote-150g,linhaca dourada qualita pote 150g,
0.0,14.0,3.0,0.0,0.0,0.0,"Repolho Verde 1,8kg",50.0,0.8,21.0,"https://www.paodeacucar.com/produto/2853/repolho-verde-1,8kg","https://www.paodeacucar.com/produto/2853/repolho-verde-1,8kg","repolho verde 1,8kg",
0.0,0.0,7.0,1.0,0.8,0.0,Gojiberry Seca Qualitá Bandeja 100g,10.0,1.0,15.0,https://www.paodeacucar.com/produto/304361/gojiberry-seca-qualita-bandeja-100g,https://www.paodeacucar.com/produto/304361/gojiberry-seca-qualita-bandeja-100g,gojiberry seca qualita bandeja 100g,
7.5,31.0,7.5,0.8,0.0,0.0,Cranberry Desidratada Qualitá 100g,30.0,7.5,0.0,https://www.paodeacucar.com/produto/1618849/cranberry-desidratada-qualita-100g,https://www.paodeacucar.com/produto/1618849/cranberry-desidratada-qualita-100g,cranberry desidratada qualita 100g,
0.0,112.0,1.1,0.9,11.0,1.3,Nozes Macadâmia Torrada e Salgada Qualitá Pote 150g,15.0,1.2,57.0,https://www.paodeacucar.com/produto/385103/nozes-macadamia-torrada-e-salgada-qualita-pote-150g,https://www.paodeacucar.com/produto/385103/nozes-macadamia-torrada-e-salgada-qualita-pote-150g,nozes macadamia torrada e salgada qualita pote 150g,
0.0,166.0,33.0,2.7,2.4,0.4,Quinoa Real em Grãos Qualitá Pote 150g,45.0,5.9,9.5,https://www.paodeacucar.com/produto/1627243/quinoa-real-em-graos-qualita-pote-150g,https://www.paodeacucar.com/produto/1627243/quinoa-real-em-graos-qualita-pote-150g,quinoa real em graos qualita pote 150g,
0.0,68.0,12.0,1.1,2.0,0.0,Maracujá Azedo Granel 400g (Aprox. 1 a 2 Unid),100.0,2.0,0.0,https://www.paodeacucar.com/produto/53760/maracuja-azedo-granel-400g-(aprox--1-a-2-unid),https://www.paodeacucar.com/produto/53760/maracuja-azedo-granel-400g-(aprox--1-a-2-unid),maracuja azedo granel 400g (aprox  1 a 2 unid),
0.0,20.0,5.0,0.0,0.0,0.0,Açúcar Refinado QUALITÁ Pacote 1Kg,5.0,0.0,0.0,https://www.paodeacucar.com/produto/103403/acucar-refinado-qualita-pacote-1kg,https://www.paodeacucar.com/produto/103403/acucar-refinado-qualita-pacote-1kg,acucar refinado qualita pacote 1kg,
0.0,0.0,2.9,0.71,8.5,0.8,Noz Pecan Agridoce 150g,15.0,0.0,5.6,https://www.paodeacucar.com/produto/399162/noz-pecan-agridoce-150g,https://www.paodeacucar.com/produto/399162/noz-pecan-agridoce-150g,noz pecan agridoce 150g,
12.0,151.0,18.0,0.8,8.2,4.0,Biscoito Wafer Recheio Chocolate Piraquê Pacote 100g,30.0,1.4,42.0,https://www.paodeacucar.com/produto/1386461/biscoito-wafer-recheio-chocolate-piraque-pacote-100g,https://www.paodeacucar.com/produto/1386461/biscoito-wafer-recheio-chocolate-piraque-pacote-100g,biscoito wafer recheio chocolate piraque pacote 100g,
0.0,0.0,3.7,1.3,7.1,1.0,Mix de Nuts Agridoce 180g,15.0,2.9,48.0,https://www.paodeacucar.com/produto/74296/mix-de-nuts-agridoce-180g,https://www.paodeacucar.com/produto/74296/mix-de-nuts-agridoce-180g,mix de nuts agridoce 180g,
2.2,128.0,7.0,1.0,8.3,1.0,Amendoim Japonês Assado Qualitá Pouch 150g,25.0,6.5,146.0,https://www.paodeacucar.com/produto/1615441/amendoim-japones-assado-qualita-pouch-150g,https://www.paodeacucar.com/produto/1615441/amendoim-japones-assado-qualita-pouch-150g,amendoim japones assado qualita pouch 150g,
0.0,170.0,40.0,1.0,0.0,0.0,Arroz Agulhinha Tipo 1 TIO JOÃO Pacote 5kg,50.0,3.0,0.0,https://www.paodeacucar.com/produto/138068/arroz-agulhinha-tipo-1-tio-joao-pacote-5kg,https://www.paodeacucar.com/produto/138068/arroz-agulhinha-tipo-1-tio-joao-pacote-5kg,arroz agulhinha tipo 1 tio joao pacote 5kg,
0.0,62.0,10.2,2.0,2.1,0.0,Milho Apimentado Qualitá Pote 90g,15.0,1.3,0.3,https://www.paodeacucar.com/produto/354242/milho-apimentado-qualita-pote-90g,https://www.paodeacucar.com/produto/354242/milho-apimentado-qualita-pote-90g,milho apimentado qualita pote 90g,
0.0,167.0,31.0,0.3,0.0,0.0,Croissant Casa Victoriana Pacote 250g,50.0,4.8,62.0,https://www.paodeacucar.com/produto/109989/croissant-casa-victoriana-pacote-250g,https://www.paodeacucar.com/produto/109989/croissant-casa-victoriana-pacote-250g,croissant casa victoriana pacote 250g,
12.0,152.0,19.0,0.4,7.8,3.9,Biscoito Wafer Recheio Chocolate Qualitá Pacote 100g,30.0,1.4,30.0,https://www.paodeacucar.com/produto/1626182/biscoito-wafer-recheio-chocolate-qualita-pacote-100g,https://www.paodeacucar.com/produto/1626182/biscoito-wafer-recheio-chocolate-qualita-pacote-100g,biscoito wafer recheio chocolate qualita pacote 100g,
14.0,152.0,17.0,0.7,2.5,1.6,YoPRO Bebida Láctea UHT Doce de Leite Havanna 15g de proteínas 250ml,0.0,15.0,229.0,https://www.paodeacucar.com/produto/1627781/yopro-bebida-lactea-uht-doce-de-leite-havanna-15g-de-proteinas-250ml,https://www.paodeacucar.com/produto/1627781/yopro-bebida-lactea-uht-doce-de-leite-havanna-15g-de-proteinas-250ml,yopro bebida lactea uht doce de leite havanna 15g de proteinas 250ml,
0.0,128.0,22.0,0.0,3.2,1.3,Biscoito Cristal Vitarella Delicitá Pacote 414g,30.0,2.7,126.0,https://www.paodeacucar.com/produto/1387190/biscoito-cristal-vitarella-delicita-pacote-414g,https://www.paodeacucar.com/produto/1387190/biscoito-cristal-vitarella-delicita-pacote-414g,biscoito cristal vitarella delicita pacote 414g,
9.6,147.0,19.0,0.7,7.0,4.1,Biscoito Piraquê Maltado Coberto 80g,30.0,2.1,90.0,https://www.paodeacucar.com/produto/475079/biscoito-piraque-maltado-coberto-80g,https://www.paodeacucar.com/produto/475079/biscoito-piraque-maltado-coberto-80g,biscoito piraque maltado coberto 80g,
2.8,287.0,57.0,2.4,1.6,0.4,Massa de Sêmola Spaghettini nº 3 Barilla Caixa 500g,80.0,10.0,4.0,https://www.paodeacucar.com/produto/107047/massa-de-semola-spaghettini-n%C2%BA-3-barilla-caixa-500g,https://www.paodeacucar.com/produto/107047/massa-de-semola-spaghettini-n%C2%BA-3-barilla-caixa-500g,massa de semola spaghettini n%C2%BA 3 barilla caixa 500g,
0.0,75.0,0.0,0.0,0.4,5.3,Manteiga de Primeira Qualidade com Sal Aviação Pote 500g,10.0,0.0,46.0,https://www.paodeacucar.com/produto/218862/manteiga-de-primeira-qualidade-com-sal-aviacao-pote-500g,https://www.paodeacucar.com/produto/218862/manteiga-de-primeira-qualidade-com-sal-aviacao-pote-500g,manteiga de primeira qualidade com sal aviacao pote 500g,
0.0,284.0,59.0,2.0,1.4,0.0,Macarrão de Sêmola com Ovos Ave Maria Renata Pacote 500g,80.0,8.8,6.0,https://www.paodeacucar.com/produto/71558/macarrao-de-semola-com-ovos-ave-maria-renata-pacote-500g,https://www.paodeacucar.com/produto/71558/macarrao-de-semola-com-ovos-ave-maria-renata-pacote-500g,macarrao de semola com ovos ave maria renata pacote 500g,
4.9,60.0,5.8,0.0,2.0,1.2,Iogurte Parcialmente Desnatado Grego Maracujá Zero Lactose Batavo Pense Zero Pote 100g,100.0,4.8,57.0,https://www.paodeacucar.com/produto/1623646/iogurte-parcialmente-desnatado-grego-maracuja-zero-lactose-batavo-pense-zero-pote-100g,https://www.paodeacucar.com/produto/1623646/iogurte-parcialmente-desnatado-grego-maracuja-zero-lactose-batavo-pense-zero-pote-100g,iogurte parcialmente desnatado grego maracuja zero lactose batavo pense zero pote 100g,
0.0,10.0,0.0,0.0,0.0,0.0,Tomate Italiano Selecionado Qualitá 1kg,50.0,0.0,0.0,https://www.paodeacucar.com/produto/198376/tomate-italiano-selecionado-qualita-1kg,https://www.paodeacucar.com/produto/198376/tomate-italiano-selecionado-qualita-1kg,tomate italiano selecionado qualita 1kg,
0.0,30.0,0.0,0.0,0.0,0.0,Tomate Uva Sweet Grape TURMA DA MÔNICA Unidade 180g,100.0,0.0,0.0,https://www.paodeacucar.com/produto/55705/tomate-uva-sweet-grape-turma-da-monica-unidade-180g,https://www.paodeacucar.com/produto/55705/tomate-uva-sweet-grape-turma-da-monica-unidade-180g,tomate uva sweet grape turma da monica unidade 180g,
4.8,114.0,17.0,1.0,4.0,0.5,Biscoito BelVita Leite E Aveia Multipack 75g com 3 Unidades de 25g,25.0,2.1,66.0,https://www.paodeacucar.com/produto/379990/biscoito-belvita-leite-e-aveia-multipack-75g-com-3-unidades-de-25g,https://www.paodeacucar.com/produto/379990/biscoito-belvita-leite-e-aveia-multipack-75g-com-3-unidades-de-25g,biscoito belvita leite e aveia multipack 75g com 3 unidades de 25g,
14.0,152.0,17.0,0.0,2.5,1.5,Bebida Láctea UHT YoPRO Baunilha 15g de proteínas 250ml,0.0,15.0,237.0,https://www.paodeacucar.com/produto/1623378/bebida-lactea-uht-yopro-baunilha-15g-de-proteinas-250ml,https://www.paodeacucar.com/produto/1623378/bebida-lactea-uht-yopro-baunilha-15g-de-proteinas-250ml,bebida lactea uht yopro baunilha 15g de proteinas 250ml,
2.6,280.0,58.0,2.6,1.1,0.4,Macarrão de Sêmola com Ovos Espaguete Qualitá Pacote 500g,80.0,9.2,10.0,https://www.paodeacucar.com/produto/106890/macarrao-de-semola-com-ovos-espaguete-qualita-pacote-500g,https://www.paodeacucar.com/produto/106890/macarrao-de-semola-com-ovos-espaguete-qualita-pacote-500g,macarrao de semola com ovos espaguete qualita pacote 500g,
9.9,138.0,21.0,0.8,5.1,2.4,Biscoito Cookie Original Bauducco Pacote 100g,30.0,2.0,69.0,https://www.paodeacucar.com/produto/419993/biscoito-cookie-original-bauducco-pacote-100g,https://www.paodeacucar.com/produto/419993/biscoito-cookie-original-bauducco-pacote-100g,biscoito cookie original bauducco pacote 100g,
0.0,54.0,0.0,0.0,0.8,0.2,Peito de Peru Defumado Vita Light Sadia Bandeja 150g,60.0,11.0,523.0,https://www.paodeacucar.com/produto/72327/peito-de-peru-defumado-vita-light-sadia-bandeja-150g,https://www.paodeacucar.com/produto/72327/peito-de-peru-defumado-vita-light-sadia-bandeja-150g,peito de peru defumado vita light sadia bandeja 150g,
11.0,150.0,19.0,0.9,7.2,2.4,Biscoito Wafer Recheio Chocolate com Avelã Bauducco Pacote 140g,30.0,2.3,55.0,https://www.paodeacucar.com/produto/310909/biscoito-wafer-recheio-chocolate-com-avela-bauducco-pacote-140g,https://www.paodeacucar.com/produto/310909/biscoito-wafer-recheio-chocolate-com-avela-bauducco-pacote-140g,biscoito wafer recheio chocolate com avela bauducco pacote 140g,
11.0,126.0,17.0,0.9,5.7,3.3,Biscoito Chocolate Meio Amargo Bauducco Choco Biscuit Pacote 80g,30.0,1.6,36.0,https://www.paodeacucar.com/produto/447138/biscoito-chocolate-meio-amargo-bauducco-choco-biscuit-pacote-80g,https://www.paodeacucar.com/produto/447138/biscoito-chocolate-meio-amargo-bauducco-choco-biscuit-pacote-80g,biscoito chocolate meio amargo bauducco choco biscuit pacote 80g,
13.0,169.0,24.0,0.8,7.2,2.0,Biscoito recheado Oreo original multipack 144g,36.0,1.7,98.0,https://www.paodeacucar.com/produto/301577/biscoito-recheado-oreo-original-multipack-144g,https://www.paodeacucar.com/produto/301577/biscoito-recheado-oreo-original-multipack-144g,biscoito recheado oreo original multipack 144g,
2.8,287.0,57.0,2.4,1.6,0.4,Barilla Fusilli Grano Duro 500g,80.0,10.0,4.0,https://www.paodeacucar.com/produto/7649/barilla-fusilli-grano-duro-500g,https://www.paodeacucar.com/produto/7649/barilla-fusilli-grano-duro-500g,barilla fusilli grano duro 500g,
0.0,39.0,0.0,0.0,0.0,0.0,Abóbora Cabotia Higienizada La Vita 400g,100.0,0.0,0.0,https://www.paodeacucar.com/produto/18988/abobora-cabotia-higienizada-la-vita-400g,https://www.paodeacucar.com/produto/18988/abobora-cabotia-higienizada-la-vita-400g,abobora cabotia higienizada la vita 400g,
0.5,31.0,0.5,0.0,0.1,2.0,Creme de Leite NESTLÉ 300g,15.0,0.4,6.3,https://www.paodeacucar.com/produto/19195/creme-de-leite-nestle-300g,https://www.paodeacucar.com/produto/19195/creme-de-leite-nestle-300g,creme de leite nestle 300g,
2.2,135.0,19.0,2.8,3.5,0.5,Pão Integral 14 Grãos Nutrella Pacote 450g,50.0,6.8,167.0,https://www.paodeacucar.com/produto/15545/pao-integral-14-graos-nutrella-pacote-450g,https://www.paodeacucar.com/produto/15545/pao-integral-14-graos-nutrella-pacote-450g,pao integral 14 graos nutrella pacote 450g,
0.0,0.0,0.0,0.0,2.0,0.0,Filé de peito Seara IQF 1kg,100.0,23.0,56.0,https://www.paodeacucar.com/produto/217000/file-de-peito-seara-iqf-1kg,https://www.paodeacucar.com/produto/217000/file-de-peito-seara-iqf-1kg,file de peito seara iqf 1kg,
0.0,136.0,17.0,3.8,1.8,0.4,Pão Integral Tradicional Wickbold 100% Nutrição Pacote 400g,50.0,7.3,186.0,https://www.paodeacucar.com/produto/342272/pao-integral-tradicional-wickbold-100-nutricao-pacote-400g,https://www.paodeacucar.com/produto/342272/pao-integral-tradicional-wickbold-100-nutricao-pacote-400g,pao integral tradicional wickbold 100 nutricao pacote 400g,
0.0,40.0,6.0,0.0,0.0,0.0,Iogurte Desnatado Morango Zero Lactose Batavo Pense Zero Pedaços Copo 100g,100.0,4.0,50.0,https://www.paodeacucar.com/produto/409868/iogurte-desnatado-morango-zero-lactose-batavo-pense-zero-pedacos-copo-100g,https://www.paodeacucar.com/produto/409868/iogurte-desnatado-morango-zero-lactose-batavo-pense-zero-pedacos-copo-100g,iogurte desnatado morango zero lactose batavo pense zero pedacos copo 100g,
8.4,145.0,20.0,1.0,0.1,2.4,Biscoito Chocolate Bauducco Pacote 335g,30.0,2.8,109.0,https://www.paodeacucar.com/produto/1468491/biscoito-chocolate-bauducco-pacote-335g,https://www.paodeacucar.com/produto/1468491/biscoito-chocolate-bauducco-pacote-335g,biscoito chocolate bauducco pacote 335g,
21.0,273.0,38.0,1.4,12.0,7.4,Biscoito Cookie Baunilha Com Gotas De Chocolate Toddy 57G,57.0,3.0,221.0,https://www.paodeacucar.com/produto/659745/biscoito-cookie-baunilha-com-gotas-de-chocolate-toddy-57g,https://www.paodeacucar.com/produto/659745/biscoito-cookie-baunilha-com-gotas-de-chocolate-toddy-57g,biscoito cookie baunilha com gotas de chocolate toddy 57g,
0.0,60.0,5.8,0.0,2.0,1.2,Iogurte Parcialmente Desnatado Grego Morango Zero Lactose Batavo Pense Zero Pote 100g,100.0,4.8,57.0,https://www.paodeacucar.com/produto/409865/iogurte-parcialmente-desnatado-grego-morango-zero-lactose-batavo-pense-zero-pote-100g,https://www.paodeacucar.com/produto/409865/iogurte-parcialmente-desnatado-grego-morango-zero-lactose-batavo-pense-zero-pote-100g,iogurte parcialmente desnatado grego morango zero lactose batavo pense zero pote 100g,
6.8,132.0,19.0,2.5,5.2,0.7,"NESFIT Biscoito Banana, Aveia e Canela 160g",30.0,2.4,59.0,"https://www.paodeacucar.com/produto/463613/nesfit-biscoito-banana,-aveia-e-canela-160g","https://www.paodeacucar.com/produto/463613/nesfit-biscoito-banana,-aveia-e-canela-160g","nesfit biscoito banana, aveia e canela 160g",
9.0,139.0,22.0,0.6,4.6,1.1,Biscoito Recheio Doce de Leite Bono Pacote 90g,30.0,2.2,53.0,https://www.paodeacucar.com/produto/1568062/biscoito-recheio-doce-de-leite-bono-pacote-90g,https://www.paodeacucar.com/produto/1568062/biscoito-recheio-doce-de-leite-bono-pacote-90g,biscoito recheio doce de leite bono pacote 90g,
0.0,175.0,36.0,2.8,1.6,0.0,Arroz Integral Tipo 1 TIO JOÃO Pacote 1kg,50.0,4.0,14.0,https://www.paodeacucar.com/produto/126639/arroz-integral-tipo-1-tio-joao-pacote-1kg,https://www.paodeacucar.com/produto/126639/arroz-integral-tipo-1-tio-joao-pacote-1kg,arroz integral tipo 1 tio joao pacote 1kg,
0.0,278.0,58.0,2.2,1.1,0.4,Macarrão ADRIA com Ovos Cabelo de Anjo 500g,80.0,9.0,10.0,https://www.paodeacucar.com/produto/34741/macarrao-adria-com-ovos-cabelo-de-anjo-500g,https://www.paodeacucar.com/produto/34741/macarrao-adria-com-ovos-cabelo-de-anjo-500g,macarrao adria com ovos cabelo de anjo 500g,
6.9,97.0,13.0,0.6,4.3,2.3,Cookie ALPINO Gotas De Chocolate 60g,20.0,1.3,27.0,https://www.paodeacucar.com/produto/449775/cookie-alpino-gotas-de-chocolate-60g,https://www.paodeacucar.com/produto/449775/cookie-alpino-gotas-de-chocolate-60g,cookie alpino gotas de chocolate 60g,
0.0,149.0,20.0,0.0,6.8,3.4,Biscoito ADRIA Tortinhas Torta De Limão 140g,30.0,1.9,63.0,https://www.paodeacucar.com/produto/499746/biscoito-adria-tortinhas-torta-de-limao-140g,https://www.paodeacucar.com/produto/499746/biscoito-adria-tortinhas-torta-de-limao-140g,biscoito adria tortinhas torta de limao 140g,
6.1,113.0,17.0,1.1,4.1,0.5,Biscoito BelVita Maçã e Canela Multipack 75g com 3 Unidades de 25g,25.0,1.9,41.0,https://www.paodeacucar.com/produto/379989/biscoito-belvita-maca-e-canela-multipack-75g-com-3-unidades-de-25g,https://www.paodeacucar.com/produto/379989/biscoito-belvita-maca-e-canela-multipack-75g-com-3-unidades-de-25g,biscoito belvita maca e canela multipack 75g com 3 unidades de 25g,
9.2,143.0,22.0,0.0,5.5,1.9,Biscoito Recheado Trakinas Meio a Meio Chocolate Ao Leite e Branco 126g,30.0,1.6,69.0,https://www.paodeacucar.com/produto/444496/biscoito-recheado-trakinas-meio-a-meio-chocolate-ao-leite-e-branco-126g,https://www.paodeacucar.com/produto/444496/biscoito-recheado-trakinas-meio-a-meio-chocolate-ao-leite-e-branco-126g,biscoito recheado trakinas meio a meio chocolate ao leite e branco 126g,
11.0,146.0,22.0,0.4,5.7,2.4,Biscoito Caramelizado Biscoff LOTUS 250g,30.0,1.5,111.0,https://www.paodeacucar.com/produto/402416/biscoito-caramelizado-biscoff-lotus-250g,https://www.paodeacucar.com/produto/402416/biscoito-caramelizado-biscoff-lotus-250g,biscoito caramelizado biscoff lotus 250g,
8.6,117.0,21.0,0.5,2.7,1.3,Biscoito Rosquinha Chocolate Zero Lactose Qualitá Pacote 300G,30.0,2.1,102.0,https://www.paodeacucar.com/produto/1630596/biscoito-rosquinha-chocolate-zero-lactose-qualita-pacote-300g,https://www.paodeacucar.com/produto/1630596/biscoito-rosquinha-chocolate-zero-lactose-qualita-pacote-300g,biscoito rosquinha chocolate zero lactose qualita pacote 300g,
0.0,29.0,6.5,1.0,0.0,0.0,Kiwi Importado 230g,50.0,0.0,0.0,https://www.paodeacucar.com/produto/92250/kiwi-importado-230g,https://www.paodeacucar.com/produto/92250/kiwi-importado-230g,kiwi importado 230g,
6.9,143.0,21.0,0.5,5.4,2.0,Biscoito Leite Bauducco Pacote 335g,30.0,2.5,117.0,https://www.paodeacucar.com/produto/1468490/biscoito-leite-bauducco-pacote-335g,https://www.paodeacucar.com/produto/1468490/biscoito-leite-bauducco-pacote-335g,biscoito leite bauducco pacote 335g,
0.0,40.0,10.0,1.0,0.0,0.0,Abobrinha Italiana QUALITÁ Bandeja 400g,100.0,1.0,30.0,https://www.paodeacucar.com/produto/72725/abobrinha-italiana-qualita-bandeja-400g,https://www.paodeacucar.com/produto/72725/abobrinha-italiana-qualita-bandeja-400g,abobrinha italiana qualita bandeja 400g,
0.0,139.0,17.0,0.0,6.0,3.9,Iogurte Grego Calda Frutas Amarelas Vigor Pote 90g,90.0,4.3,34.0,https://www.paodeacucar.com/produto/1378038/iogurte-grego-calda-frutas-amarelas-vigor-pote-90g,https://www.paodeacucar.com/produto/1378038/iogurte-grego-calda-frutas-amarelas-vigor-pote-90g,iogurte grego calda frutas amarelas vigor pote 90g,
8.6,118.0,21.0,0.0,2.8,1.4,Biscoito Rosquinha Coco Zero Lactose Qualitá Pacote 300g,30.0,2.1,93.0,https://www.paodeacucar.com/produto/1630799/biscoito-rosquinha-coco-zero-lactose-qualita-pacote-300g,https://www.paodeacucar.com/produto/1630799/biscoito-rosquinha-coco-zero-lactose-qualita-pacote-300g,biscoito rosquinha coco zero lactose qualita pacote 300g,
0.0,160.0,31.0,1.3,2.0,0.8,Pão Sovado PANCO Pacote 500g,50.0,4.5,140.0,https://www.paodeacucar.com/produto/70083/pao-sovado-panco-pacote-500g,https://www.paodeacucar.com/produto/70083/pao-sovado-panco-pacote-500g,pao sovado panco pacote 500g,
0.0,89.0,20.0,0.9,0.0,0.0,Batata Doce Rosada QUALITÁ Bandeja 500g,100.0,2.0,50.0,https://www.paodeacucar.com/produto/16417/batata-doce-rosada-qualita-bandeja-500g,https://www.paodeacucar.com/produto/16417/batata-doce-rosada-qualita-bandeja-500g,batata doce rosada qualita bandeja 500g,
0.0,91.0,5.3,4.7,8.2,1.8,Avocado Granel 300g (Aprox. 2 a 3 Unidades),50.0,1.8,0.0,https://www.paodeacucar.com/produto/52385/avocado-granel-300g-(aprox--2-a-3-unidades),https://www.paodeacucar.com/produto/52385/avocado-granel-300g-(aprox--2-a-3-unidades),avocado granel 300g (aprox  2 a 3 unidades),
0.0,280.0,58.0,2.6,1.1,0.4,Macarrão de Sêmola com Ovos Penne Qualitá Pacote 500g,80.0,9.2,10.0,https://www.paodeacucar.com/produto/106912/macarrao-de-semola-com-ovos-penne-qualita-pacote-500g,https://www.paodeacucar.com/produto/106912/macarrao-de-semola-com-ovos-penne-qualita-pacote-500g,macarrao de semola com ovos penne qualita pacote 500g,
0.0,53.0,3.8,0.0,0.2,0.2,Iogurte YoPRO 15g de Proteínas Coco Cremoso 160g,100.0,9.5,28.0,https://www.paodeacucar.com/produto/432385/iogurte-yopro-15g-de-proteinas-coco-cremoso-160g,https://www.paodeacucar.com/produto/432385/iogurte-yopro-15g-de-proteinas-coco-cremoso-160g,iogurte yopro 15g de proteinas coco cremoso 160g,
6.8,130.0,19.0,2.5,5.0,0.7,NESFIT Biscoito Limão e Cereais 160g,30.0,2.3,75.0,https://www.paodeacucar.com/produto/463612/nesfit-biscoito-limao-e-cereais-160g,https://www.paodeacucar.com/produto/463612/nesfit-biscoito-limao-e-cereais-160g,nesfit biscoito limao e cereais 160g,
0.6,138.0,11.0,0.9,0.1,4.3,Batata Palha Tradicional Yoki Sachê 105g,25.0,1.3,54.0,https://www.paodeacucar.com/produto/477682/batata-palha-tradicional-yoki-sache-105g,https://www.paodeacucar.com/produto/477682/batata-palha-tradicional-yoki-sache-105g,batata palha tradicional yoki sache 105g,
31.0,146.0,36.0,0.0,0.0,0.0,Suco Uva e Maçã Natural One Refrigerado Garrafa 300ml,0.0,0.6,36.0,https://www.paodeacucar.com/produto/354212/suco-uva-e-maca-natural-one-refrigerado-garrafa-300ml,https://www.paodeacucar.com/produto/354212/suco-uva-e-maca-natural-one-refrigerado-garrafa-300ml,suco uva e maca natural one refrigerado garrafa 300ml,
0.0,51.0,12.0,0.0,0.0,0.0,Inhame Granel 250g (1 Unidade),50.0,0.9,15.0,https://www.paodeacucar.com/produto/52000/inhame-granel-250g-(1-unidade),https://www.paodeacucar.com/produto/52000/inhame-granel-250g-(1-unidade),inhame granel 250g (1 unidade),
12.0,143.0,21.0,0.6,5.7,2.2,Biscoito Especiarias Recheio Cappuccino Tostines Pacote 93g,30.0,1.5,78.0,https://www.paodeacucar.com/produto/1636728/biscoito-especiarias-recheio-cappuccino-tostines-pacote-93g,https://www.paodeacucar.com/produto/1636728/biscoito-especiarias-recheio-cappuccino-tostines-pacote-93g,biscoito especiarias recheio cappuccino tostines pacote 93g,
5.7,120.0,23.0,0.3,2.2,0.7,Biscoito Maisena Zero Lactose Qualitá Pacote 350g,30.0,2.1,127.0,https://www.paodeacucar.com/produto/1629421/biscoito-maisena-zero-lactose-qualita-pacote-350g,https://www.paodeacucar.com/produto/1629421/biscoito-maisena-zero-lactose-qualita-pacote-350g,biscoito maisena zero lactose qualita pacote 350g,
6.6,137.0,21.0,0.6,4.7,0.7,Tostines Leite Maltado 160G,30.0,2.4,81.0,https://www.paodeacucar.com/produto/1636729/tostines-leite-maltado-160g,https://www.paodeacucar.com/produto/1636729/tostines-leite-maltado-160g,tostines leite maltado 160g,
12.0,155.0,20.0,0.0,7.8,3.9,Biscoito Wafer Recheio Limão Qualitá Pacote 100g,30.0,1.2,31.0,https://www.paodeacucar.com/produto/1626181/biscoito-wafer-recheio-limao-qualita-pacote-100g,https://www.paodeacucar.com/produto/1626181/biscoito-wafer-recheio-limao-qualita-pacote-100g,biscoito wafer recheio limao qualita pacote 100g,
0.0,290.0,64.0,0.0,0.0,0.0,Macarrão Arroz URBANO Parafuso Pacote 500g,80.0,0.0,0.0,https://www.paodeacucar.com/produto/72331/macarrao-arroz-urbano-parafuso-pacote-500g,https://www.paodeacucar.com/produto/72331/macarrao-arroz-urbano-parafuso-pacote-500g,macarrao arroz urbano parafuso pacote 500g,
