nome,url,porcao,calorias,carboidratos,proteinas,gorduras,gorduras_saturadas,fibras,acucares,sodio,data_coleta,categoria,codigo
Leite UHT Integral Qualitá Caixa com Tampa 1l,https://www.paodeacucar.com/produto/164887/leite-uht-integral-qualita-caixa-com-tampa-1l,0.0,116.0,9.2,6.2,6.0,3.5,0.0,0.0,129.0,2025-10-16 20:55:49,Não especificada,7895000318636
"Suco Integral Laranja Natural One Refrigerado Garrafa 1,3l","https://www.paodeacucar.com/produto/1636196/suco-integral-laranja-natural-one-refrigerado-garrafa-1,3l",0.0,83.0,19.0,1.7,0.0,0.0,0.0,16.0,0.0,2025-10-16 20:56:46,Não especificada,7899916918768
Suco Integral Maçã Natural One Refrigerado Garrafa 900ml,https://www.paodeacucar.com/produto/292195/suco-integral-maca-natural-one-refrigerado-garrafa-900ml,0.0,84.0,21.0,0.0,0.0,0.0,0.0,15.0,0.0,2025-10-16 21:03:06,Não especificada,7898553442940
"Suco Uva Natural One Refrigerado Garrafa 1,3l","https://www.paodeacucar.com/produto/1636195/suco-uva-natural-one-refrigerado-garrafa-1,3l",0.0,88.0,22.0,0.0,0.0,0.0,0.0,13.0,13.0,2025-10-16 21:04:39,Não especificada,7899916918744
Leite Em Pó Ninho Integral Lata 380g,https://www.paodeacucar.com/produto/586550/leite-em-po-ninho-integral-lata-380g,25.0,124.0,9.4,6.4,0.3,4.4,0.0,9.0,98.0,2025-10-16 21:05:17,Não especificada,7891000325858
Água De Coco Kero Coco Caixa 1L,https://www.paodeacucar.com/produto/47384/agua-de-coco-kero-coco-caixa-1l,0.0,40.0,10.0,0.0,0.0,0.0,0.0,10.0,12.0,2025-10-16 21:05:35,Não especificada,7896828000239
Néctar Uva Del Valle Caixa 1l,https://www.paodeacucar.com/produto/53077/nectar-uva-del-valle-caixa-1l,0.0,84.0,21.0,0.0,0.0,0.0,0.0,21.0,9.5,2025-10-16 21:06:50,Não especificada,7898341430098
Refrigerante Coca-Cola Garrafa 200ml,https://www.paodeacucar.com/produto/365990/refrigerante-coca-cola-garrafa-200ml,0.0,88.0,21.0,0.0,0.0,0.0,0.0,21.0,10.0,2025-10-16 21:08:36,Não especificada,78908901
Água de Coco Esterilizada Taeq Caixa 1l,https://www.paodeacucar.com/produto/54940/agua-de-coco-esterilizada-taeq-caixa-1l,0.0,44.0,11.0,0.0,0.0,0.0,0.0,0.0,32.0,2025-10-16 21:09:13,Não especificada,7895000292035
Suco Limonada Natural One Refrigerado Garrafa 900ml,https://www.paodeacucar.com/produto/292148/suco-limonada-natural-one-refrigerado-garrafa-900ml,0.0,116.0,29.0,0.0,0.0,0.0,0.0,0.0,6.0,2025-10-16 21:10:31,Não especificada,7898553442957
Suco Uva e Maçã Natural One Ambiente Garrafa 900ml,https://www.paodeacucar.com/produto/339050/suco-uva-e-maca-natural-one-ambiente-garrafa-900ml,0.0,96.0,24.0,1.5,0.0,0.0,2.0,21.0,24.0,2025-10-16 21:10:49,Não especificada,7899916904839
"Suco Integral Uva Tinto Aurora Garrafa 1,5l","https://www.paodeacucar.com/produto/109875/suco-integral-uva-tinto-aurora-garrafa-1,5l",0.0,114.0,28.0,0.42,0.0,0.0,0.26,0.0,1.42,2025-10-16 21:11:08,Não especificada,7891141019838
Refrigerante Coca-Cola Garrafa 1l,https://www.paodeacucar.com/produto/32002/refrigerante-coca-cola-garrafa-1l,0.0,85.0,21.0,0.0,0.0,0.0,0.0,21.0,10.0,2025-10-16 21:12:02,Não especificada,7894900011715
Néctar Caju Del Valle Caixa Sem Adição de Açúcar 1L,https://www.paodeacucar.com/produto/22729/nectar-caju-del-valle-caixa-sem-adicao-de-acucar-1l,0.0,13.0,3.1,0.0,0.0,0.0,0.0,2.8,0.0,2025-10-16 21:12:19,Não especificada,7898341430081
"Refrigerante Coca-Cola Original Garrafa 1,5l","https://www.paodeacucar.com/produto/13204/refrigerante-coca-cola-original-garrafa-1,5l",0.0,88.0,21.0,0.0,0.0,0.0,0.0,21.0,10.0,2025-10-16 21:12:38,Não especificada,7894900011753
Bebida Adoçada Maracujá Maguary Caixa 1l,https://www.paodeacucar.com/produto/95963/bebida-adocada-maracuja-maguary-caixa-1l,0.0,92.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-10-16 21:13:35,Não especificada,7896000530363
"Suco Misto Uva 1,3L","https://www.paodeacucar.com/produto/1636194/suco-misto-uva-1,3l",0.0,88.0,22.0,0.0,0.0,0.0,0.0,13.0,13.0,2025-10-16 21:14:31,Não especificada,7899916918645
Suco Laranja e Maçã Natural One Ambiente Garrafa 180ml,https://www.paodeacucar.com/produto/1616960/suco-laranja-e-maca-natural-one-ambiente-garrafa-180ml,0.0,68.0,17.0,0.0,0.0,0.0,0.0,14.0,6.3,2025-10-16 21:14:50,Não especificada,7899916917150
Leite Semi Desnatado NINHO Levinho 1L,https://www.paodeacucar.com/produto/463526/leite-semi-desnatado-ninho-levinho-1l,0.0,84.0,9.3,6.4,2.4,1.5,0.0,9.3,126.0,2025-10-16 21:15:27,Não especificada,7898215157427
Leite Longa Vida Semidesnatado QUALITÁ 1 Litro,https://www.paodeacucar.com/produto/145673/leite-longa-vida-semidesnatado-qualita-1-litro,0.0,83.0,9.9,6.0,2.2,1.3,0.0,0.0,122.0,2025-10-16 21:16:05,Não especificada,7895000334254
Suco Goiaba Natural One Refrigerado Garrafa 900ml,https://www.paodeacucar.com/produto/512761/suco-goiaba-natural-one-refrigerado-garrafa-900ml,0.0,93.0,23.0,0.0,0.0,0.0,0.0,21.0,0.0,2025-10-16 21:17:38,Não especificada,7899916906628
Néctar Uva Del Valle Caixa 1l,https://www.paodeacucar.com/produto/168623/nectar-uva-del-valle-caixa-1l,0.0,33.0,7.9,0.0,0.0,0.0,0.0,7.8,0.0,2025-10-16 21:17:58,Não especificada,7898341430777
"Chá Mate Limão Matte Leão Garrafa 1,5l","https://www.paodeacucar.com/produto/396909/cha-mate-limao-matte-leao-garrafa-1,5l",0.0,60.0,15.0,0.0,0.0,0.0,0.0,15.0,15.0,2025-10-16 21:18:43,Não especificada,7891098040589
Suco Maçã Natural One Ambiente Garrafa 180ml,https://www.paodeacucar.com/produto/461546/suco-maca-natural-one-ambiente-garrafa-180ml,0.0,80.0,20.0,1.3,0.0,0.0,3.6,18.0,7.6,2025-10-16 21:19:06,Não especificada,7899916906055
Néctar Maçã Maguary Caixa 1l,https://www.paodeacucar.com/produto/220254/nectar-maca-maguary-caixa-1l,0.0,88.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-10-16 21:20:11,Não especificada,7896000593702
Néctar Caju Maguary Caixa 1l,https://www.paodeacucar.com/produto/112743/nectar-caju-maguary-caixa-1l,0.0,96.0,24.0,0.0,0.0,0.0,0.0,0.0,5.1,2025-10-16 21:20:29,Não especificada,7896000530356
Suco Integral Laranja Xandô Refrigerado Garrafa 900ml,https://www.paodeacucar.com/produto/461619/suco-integral-laranja-xando-refrigerado-garrafa-900ml,0.0,82.0,18.0,1.2,0.0,0.0,0.0,15.0,6.0,2025-10-16 21:22:03,Não especificada,7896623100509
Néctar Manga Del Valle Caixa 1l,https://www.paodeacucar.com/produto/80070/nectar-manga-del-valle-caixa-1l,0.0,72.0,18.0,0.0,0.0,0.0,0.0,18.0,9.5,2025-10-16 21:22:22,Não especificada,7894900660357
Suco Pêssego Natural One Ambiente Garrafa 900ml,https://www.paodeacucar.com/produto/1127409/suco-pessego-natural-one-ambiente-garrafa-900ml,0.0,103.0,24.0,1.3,0.0,0.0,2.7,19.0,5.3,2025-10-16 21:23:17,Não especificada,7899916912902
"Chá Preto Ice Tea Pêssego Leão Garrafa 1,5l","https://www.paodeacucar.com/produto/429390/cha-preto-ice-tea-pessego-leao-garrafa-1,5l",0.0,35.0,8.7,0.0,0.0,0.0,0.0,8.6,57.0,2025-10-16 21:23:36,Não especificada,7891098040909
Polpa de Fruta Manga Qualitá Pacote 100g,https://www.paodeacucar.com/produto/1614967/polpa-de-fruta-manga-qualita-pacote-100g,100.0,66.0,15.0,1.5,0.0,0.0,0.0,14.0,16.0,2025-10-16 21:23:55,Não especificada,7895000529070
"Suco Integral Laranja Xandô Refrigerado Garrafa 1,5l","https://www.paodeacucar.com/produto/1441479/suco-integral-laranja-xando-refrigerado-garrafa-1,5l",0.0,82.0,18.0,1.2,0.0,0.0,0.0,15.0,6.0,2025-10-16 21:25:10,Não especificada,7896623100714
Polpa de Fruta Maracujá De Marchi Pacote 100g,https://www.paodeacucar.com/produto/219428/polpa-de-fruta-maracuja-de-marchi-pacote-100g,100.0,68.0,12.0,2.0,2.1,0.0,1.0,0.0,0.0,2025-10-16 21:27:13,Não especificada,7896519210602
Polpa de Fruta Goiaba Qualitá Pacote 100g,https://www.paodeacucar.com/produto/1614971/polpa-de-fruta-goiaba-qualita-pacote-100g,100.0,36.0,6.9,1.9,0.0,0.0,0.0,5.9,18.0,2025-10-16 21:27:38,Não especificada,7895000529056
"Suco Laranja e Maçã Natural One Ambiente Garrafa 1,3l","https://www.paodeacucar.com/produto/1636198/suco-laranja-e-maca-natural-one-ambiente-garrafa-1,3l",0.0,76.0,19.0,0.0,0.0,0.0,0.0,15.0,7.0,2025-10-16 21:28:27,Não especificada,7899916918720
Polpa de Fruta Uva Qualitá Pacote 100g,https://www.paodeacucar.com/produto/1614970/polpa-de-fruta-uva-qualita-pacote-100g,100.0,57.0,12.0,1.8,0.0,0.0,0.0,11.0,16.0,2025-10-16 21:29:10,Não especificada,7895000529100
Polpa de Fruta Acerola Qualitá Pacote 100g,https://www.paodeacucar.com/produto/1617449/polpa-de-fruta-acerola-qualita-pacote-100g,100.0,29.0,5.0,3.0,0.0,0.0,0.0,5.0,226.0,2025-10-16 21:29:31,Não especificada,7895000529001
Refrigerante Coca-Cola Garrafa 600ml,https://www.paodeacucar.com/produto/155197/refrigerante-coca-cola-garrafa-600ml,0.0,88.0,21.0,0.0,0.0,0.0,0.0,21.0,10.0,2025-10-16 21:29:52,Não especificada,7894900011609
"Refrigerante ANTARCTICA Guaraná Garrafa 1,5L","https://www.paodeacucar.com/produto/125107/refrigerante-antarctica-guarana-garrafa-1,5l",0.0,80.0,20.0,0.0,0.0,0.0,0.0,0.0,11.0,2025-10-16 21:31:14,Não especificada,7891991008761
Polpa de Fruta Abacaxi Qualitá Pacote 100g,https://www.paodeacucar.com/produto/1614978/polpa-de-fruta-abacaxi-qualita-pacote-100g,100.0,45.0,13.0,2.1,0.0,0.0,0.0,13.0,19.0,2025-10-16 21:32:10,Não especificada,7895000528950
"Suco Integral Uva Tinto Aurora Caixa 1,5l","https://www.paodeacucar.com/produto/1449648/suco-integral-uva-tinto-aurora-caixa-1,5l",0.0,128.0,32.0,0.0,0.0,0.0,0.0,32.0,0.0,2025-10-16 21:32:45,Não especificada,7891141036170
Polpa de Fruta Morango Qualitá Pacote 100g,https://www.paodeacucar.com/produto/1614966/polpa-de-fruta-morango-qualita-pacote-100g,100.0,20.0,3.0,2.3,0.0,0.0,0.0,3.0,23.0,2025-10-16 21:33:03,Não especificada,7895000529094
"Suco Integral Uva Tinto Qualitá Garrafa 1,35l","https://www.paodeacucar.com/produto/1629303/suco-integral-uva-tinto-qualita-garrafa-1,35l",0.0,102.0,25.0,0.6,0.0,0.0,0.0,24.0,0.0,2025-10-16 21:33:42,Não especificada,7895000533886
Polpa de Fruta Cajá Qualitá Pacote 100g,https://www.paodeacucar.com/produto/1614968/polpa-de-fruta-caja-qualita-pacote-100g,100.0,37.0,6.6,2.4,0.0,0.0,0.0,5.1,19.0,2025-10-16 21:34:38,Não especificada,7895000529025
"Chá Mate Original Matte Leão Zero Garrafa 1,5l","https://www.paodeacucar.com/produto/396847/cha-mate-original-matte-leao-zero-garrafa-1,5l",0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,12.0,2025-10-16 21:34:57,Não especificada,7891098040572
"Chá Mate Limão Matte Leão Zero Garrafa 1,5l","https://www.paodeacucar.com/produto/396844/cha-mate-limao-matte-leao-zero-garrafa-1,5l",0.0,4.0,0.9,0.0,0.0,0.0,0.0,0.0,10.0,2025-10-16 21:35:34,Não especificada,7891098040596
Suco Concentrado Manga Maguary Garrafa 500ml,https://www.paodeacucar.com/produto/3893/suco-concentrado-manga-maguary-garrafa-500ml,0.0,25.0,6.2,0.0,0.0,0.0,0.0,5.9,5.3,2025-10-16 21:36:10,Não especificada,7896000558381
Suco Maçã Del Valle Caixa 200ml,https://www.paodeacucar.com/produto/470372/suco-maca-del-valle-caixa-200ml,0.0,98.0,24.0,0.0,0.0,0.0,0.0,24.0,0.0,2025-10-16 21:36:46,Não especificada,7894900612059
Suco Concentrado Goiaba Maguary Garrafa 500ml,https://www.paodeacucar.com/produto/36522/suco-concentrado-goiaba-maguary-garrafa-500ml,0.0,11.0,2.5,0.0,0.0,0.0,0.0,1.5,5.8,2025-10-16 21:37:05,Não especificada,7896000559265
Refrigerante Coca-Cola Original Garrafa 2l,https://www.paodeacucar.com/produto/449568/refrigerante-coca-cola-original-garrafa-2l,0.0,59.0,15.0,0.0,0.0,0.0,0.0,15.0,10.0,2025-10-16 21:37:23,Não especificada,7894900027013
"Chá Lipton Ice Tea Limão Light Garrafa 1,5l","https://www.paodeacucar.com/produto/82074/cha-lipton-ice-tea-limao-light-garrafa-1,5l",0.0,70.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-10-16 21:37:41,Não especificada,7891042000201
"Chá Preto Ice Tea Limão Leão Garrafa 1,5l","https://www.paodeacucar.com/produto/429391/cha-preto-ice-tea-limao-leao-garrafa-1,5l",0.0,36.0,8.5,0.0,0.0,0.0,0.0,8.4,57.0,2025-10-16 21:38:18,Não especificada,7891098040855
"Suco Integral Uva OQ Garrafa 1,5l","https://www.paodeacucar.com/produto/345642/suco-integral-uva-oq-garrafa-1,5l",0.0,82.0,19.0,0.9,0.0,0.0,0.0,19.0,0.0,2025-10-16 21:39:13,Não especificada,7898942775321
Pack Refrigerante Coca-Cola Original Lata 6 Unidades 350ml Cada Leve Mais Pague Menos,https://www.paodeacucar.com/produto/473497/pack-refrigerante-coca-cola-original-lata-6-unidades-350ml-cada-leve-mais-pague-menos,0.0,154.0,37.0,0.0,0.0,0.0,0.0,37.0,18.0,2025-10-16 21:40:08,Não especificada,7894900011326
"Chá Mate Natural Matte Leão Garrafa 1,5l","https://www.paodeacucar.com/produto/396846/cha-mate-natural-matte-leao-garrafa-1,5l",0.0,59.0,15.0,0.0,0.0,0.0,0.0,15.0,13.0,2025-10-16 21:41:22,Não especificada,7891098040565
"Suco Laranja, Abacaxi, Cenoura e Gengibre Xandô Garrafa 900ml","https://www.paodeacucar.com/produto/615961/suco-laranja,-abacaxi,-cenoura-e-gengibre-xando-garrafa-900ml",0.0,79.0,18.0,1.1,0.0,0.0,0.0,16.0,43.0,2025-10-16 21:41:40,Não especificada,7896623100615
Refrigerante Chucky Punch Fanta Lata 350ml,https://www.paodeacucar.com/produto/1639120/refrigerante-chucky-punch-fanta-lata-350ml,0.0,70.0,16.0,0.0,0.0,0.0,0.0,16.0,46.0,2025-10-16 21:41:58,Não especificada,7894900095203
Néctar Uva e Maçã Qualitá Caixa 200ml,https://www.paodeacucar.com/produto/1616483/nectar-uva-e-maca-qualita-caixa-200ml,0.0,90.0,22.0,0.0,0.0,0.0,0.0,22.0,0.0,2025-10-16 21:42:18,Não especificada,7895000528080
Bebida à Base de Soja Maçã Ades Caixa 200ml,https://www.paodeacucar.com/produto/78656/bebida-a-base-de-soja-maca-ades-caixa-200ml,0.0,35.0,5.9,1.2,0.6,0.0,0.0,5.0,15.0,2025-10-16 21:42:55,Não especificada,7894900087079
Suco de Uva Orgânico Bôrdo UVASÓ Garrafa 1 Litro,https://www.paodeacucar.com/produto/376188/suco-de-uva-organico-bordo-uvaso-garrafa-1-litro,200.0,152.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-10-16 21:44:09,Não especificada,7898097891143
Néctar Laranja e Maçã Qualitá Caixa 200ml,https://www.paodeacucar.com/produto/1616482/nectar-laranja-e-maca-qualita-caixa-200ml,0.0,84.0,21.0,0.0,0.0,0.0,0.0,21.0,0.0,2025-10-16 21:44:46,Não especificada,7895000528103
Polpa de Fruta Acerola e Laranja Qualitá Pacote 100g,https://www.paodeacucar.com/produto/1618921/polpa-de-fruta-acerola-e-laranja-qualita-pacote-100g,100.0,60.0,13.0,2.1,0.0,0.0,0.0,11.0,25.0,2025-10-16 21:45:22,Não especificada,7895000529018
Suco Uva e Maçã Natural One Ambiente Garrafa 180ml,https://www.paodeacucar.com/produto/461545/suco-uva-e-maca-natural-one-ambiente-garrafa-180ml,0.0,88.0,22.0,0.0,0.0,0.0,0.0,19.0,22.0,2025-10-16 21:46:00,Não especificada,7899916906031
Refresco em Pó Laranja Mid Pacote 20g,https://www.paodeacucar.com/produto/478045/refresco-em-po-laranja-mid-pacote-20g,4.0,14.0,3.1,0.0,0.0,0.0,0.0,3.0,7.9,2025-10-16 21:46:18,Não especificada,7891132082322
Néctar de Maracujá Qualitá Caixa 200ml,https://www.paodeacucar.com/produto/399849/nectar-de-maracuja-qualita-caixa-200ml,200.0,98.0,24.0,0.0,0.0,0.0,0.9,0.0,30.0,2025-10-16 21:46:55,Não especificada,7895000447930
Bebida Orgânica Limonada Poder da Terra Caixa 1l,https://www.paodeacucar.com/produto/448629/bebida-organica-limonada-poder-da-terra-caixa-1l,0.0,80.0,20.0,0.0,0.0,0.0,0.0,18.0,10.0,2025-10-16 21:47:31,Não especificada,7898954360799
Bebida Orgânica Pink Lemonade Poder da Terra Caixa 1l,https://www.paodeacucar.com/produto/448847/bebida-organica-pink-lemonade-poder-da-terra-caixa-1l,0.0,80.0,20.0,0.0,0.0,0.0,0.0,18.0,10.0,2025-10-16 21:49:04,Não especificada,7898954360805
Suco de Goiaba Orgânico NATIVE 1 Litro,https://www.paodeacucar.com/produto/216873/suco-de-goiaba-organico-native-1-litro,0.0,87.0,20.0,0.0,0.6,0.0,3.3,0.0,0.0,2025-10-16 21:50:00,Não especificada,7898206501499
Bebida Laranja Life Mix Caixa 200ml,https://www.paodeacucar.com/produto/346272/bebida-laranja-life-mix-caixa-200ml,0.0,40.0,10.0,0.7,0.0,0.0,3.8,6.8,13.0,2025-10-16 21:50:37,Não especificada,7898954360058
Suco Uva Xandô Garrafa 900ml,https://www.paodeacucar.com/produto/459782/suco-uva-xando-garrafa-900ml,0.0,121.0,28.0,1.0,0.0,0.0,0.0,27.0,43.0,2025-10-16 21:50:55,Não especificada,7896623100462
Suco Orgânico NATIVE Sabor Açaí com Guaraná 200ml,https://www.paodeacucar.com/produto/216881/suco-organico-native-sabor-acai-com-guarana-200ml,0.0,174.0,30.0,0.9,5.5,1.4,4.7,0.0,9.4,2025-10-16 21:51:50,Não especificada,7898206501611
Suco Integral Uva OQ Garrafa 1l,https://www.paodeacucar.com/produto/345640/suco-integral-uva-oq-garrafa-1l,0.0,82.0,19.0,0.9,0.0,0.0,0.0,19.0,0.0,2025-10-16 21:53:03,Não especificada,7898942775314
Limonada Orgânica NATIVE 1 Litro,https://www.paodeacucar.com/produto/331027/limonada-organica-native-1-litro,0.0,79.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-10-16 21:53:40,Não especificada,7898206502236
Suco de Manga Orgânico NATIVE 200ml,https://www.paodeacucar.com/produto/216874/suco-de-manga-organico-native-200ml,0.0,112.0,26.0,0.0,0.8,0.0,1.5,0.0,0.0,2025-10-16 21:54:00,Não especificada,7898206501482
Suco Integral Laranja OQ Garrafa 1l,https://www.paodeacucar.com/produto/1459416/suco-integral-laranja-oq-garrafa-1l,0.0,82.0,19.0,1.4,0.0,0.0,0.0,18.0,0.0,2025-10-16 21:54:18,Não especificada,7898942775703
Suco Uva Maguary Fruit Shoot Caixa 150ml,https://www.paodeacucar.com/produto/595336/suco-uva-maguary-fruit-shoot-caixa-150ml,0.0,76.0,19.0,0.0,0.0,0.0,0.0,19.0,6.9,2025-10-16 21:54:37,Não especificada,7896000597847
Suco Orgânico NATIVE Sabor Goiaba 200ml,https://www.paodeacucar.com/produto/216872/suco-organico-native-sabor-goiaba-200ml,0.0,0.0,21.0,0.0,0.0,0.0,3.5,0.0,18.5,2025-10-16 21:54:56,Não especificada,7898206501505
Bebida Uva com Cranberry Life Mix Caixa 1l,https://www.paodeacucar.com/produto/346267/bebida-uva-com-cranberry-life-mix-caixa-1l,0.0,40.0,10.0,0.14,0.0,0.0,3.8,6.0,19.0,2025-10-16 21:55:14,Não especificada,7898954360041
Água De Coco Kero Coco Caixa 200Ml,https://www.paodeacucar.com/produto/23339/agua-de-coco-kero-coco-caixa-200ml,0.0,40.0,10.0,0.0,0.0,0.0,0.0,10.0,12.0,2025-10-16 21:55:32,Não especificada,7896828000017
Xarope Guaraná Qualitá Garrafa 1l,https://www.paodeacucar.com/produto/1614402/xarope-guarana-qualita-garrafa-1l,0.0,52.0,13.0,0.0,0.0,0.0,0.0,13.0,9.0,2025-10-16 21:55:51,Não especificada,7895000529292
Suco Orgânico de Laranja NATIVE 1 Litro,https://www.paodeacucar.com/produto/112203/suco-organico-de-laranja-native-1-litro,0.0,82.0,18.0,1.2,0.5,0.4,0.0,18.0,0.0,2025-10-16 21:56:27,Não especificada,7898206500225
Suco Orgânico NATIVE Sabor Manga 1 Litro,https://www.paodeacucar.com/produto/216875/suco-organico-native-sabor-manga-1-litro,0.0,112.0,26.0,0.0,0.8,0.0,1.5,0.0,0.0,2025-10-16 21:56:46,Não especificada,7898206501475
Suco Integral Tangerina Villa Piva Garrafa 300ml,https://www.paodeacucar.com/produto/423311/suco-integral-tangerina-villa-piva-garrafa-300ml,0.0,133.0,24.0,1.0,3.0,0.0,2.0,25.0,16.0,2025-10-16 21:57:06,Não especificada,7898965716059
Suco Integral Uva Tinto com Hortelã Villa Piva Garrafa 1l,https://www.paodeacucar.com/produto/426902/suco-integral-uva-tinto-com-hortela-villa-piva-garrafa-1l,0.0,157.0,37.0,0.4,0.3,0.0,0.4,26.0,7.0,2025-10-16 21:57:28,Não especificada,7898965716103
Energético Monster Ultra Lata 473ml,https://www.paodeacucar.com/produto/353253/energetico-monster-ultra-lata-473ml,0.0,8.0,2.7,0.0,0.0,0.0,0.0,0.0,152.0,2025-10-16 21:58:32,Não especificada,70847022206
Bebida Adoçada Pink Lemonade Villa Piva Garrafa 300ml,https://www.paodeacucar.com/produto/789440/bebida-adocada-pink-lemonade-villa-piva-garrafa-300ml,0.0,138.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-10-16 21:59:09,Não especificada,7898965716318
Limonada Orgânica NATIVE 200ml,https://www.paodeacucar.com/produto/331030/limonada-organica-native-200ml,0.0,79.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-10-16 21:59:27,Não especificada,7898206502243
Refrigerante Guaraná Antarctica Garrafa 200ml,https://www.paodeacucar.com/produto/459409/refrigerante-guarana-antarctica-garrafa-200ml,0.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-10-16 21:59:45,Não especificada,7891991014908
Suco Integral Maçã Villa Piva Garrafa 300ml,https://www.paodeacucar.com/produto/419697/suco-integral-maca-villa-piva-garrafa-300ml,0.0,145.0,34.0,0.3,0.4,0.0,0.6,30.0,2.0,2025-10-16 22:00:03,Não especificada,7898965716042
Bebida Orgânica Limonada e Gengibre Poder da Terra Caixa 1l,https://www.paodeacucar.com/produto/448848/bebida-organica-limonada-e-gengibre-poder-da-terra-caixa-1l,0.0,80.0,20.0,0.0,0.0,0.0,0.0,18.0,10.0,2025-10-16 22:00:22,Não especificada,7898954360812
Néctar Orgânico Sabor Maçã e Tangerina NATIVE 200 g,https://www.paodeacucar.com/produto/405913/nectar-organico-sabor-maca-e-tangerina-native-200-g,0.0,85.0,20.0,0.6,0.0,0.0,0.0,15.0,78.0,2025-10-16 22:00:40,Não especificada,7898206502656
Suco Maçã Yakult Caixa 200ml,https://www.paodeacucar.com/produto/138477/suco-maca-yakult-caixa-200ml,0.0,80.0,20.0,0.0,0.0,0.0,0.0,20.0,6.0,2025-10-16 22:00:58,Não especificada,7891156020218
Suco De Maçã Integral Orgânico ORGANOBIO 1L,https://www.paodeacucar.com/produto/464454/suco-de-maca-integral-organico-organobio-1l,0.0,114.0,27.0,0.0,0.0,0.0,0.0,24.0,8.0,2025-10-16 22:01:17,Não especificada,7898097891846
Bebida Orgânica Limonada e Hortelã Poder da Terra Caixa 1l,https://www.paodeacucar.com/produto/448841/bebida-organica-limonada-e-hortela-poder-da-terra-caixa-1l,0.0,80.0,20.0,0.0,0.0,0.0,0.0,18.0,10.0,2025-10-16 22:01:35,Não especificada,7898954360829
Néctar Orgânico Sabor Maçã e Maracujá NATIVE 200 g,https://www.paodeacucar.com/produto/405914/nectar-organico-sabor-maca-e-maracuja-native-200-g,0.0,87.0,21.0,0.0,0.0,0.0,0.0,17.0,49.0,2025-10-16 22:01:54,Não especificada,7898206502649
Suco Integral Laranja OQ Garrafa 300ml,https://www.paodeacucar.com/produto/1545250/suco-integral-laranja-oq-garrafa-300ml,0.0,123.0,29.0,2.1,0.0,0.0,0.0,26.0,0.0,2025-10-16 22:02:31,Não especificada,7898942775710
Suco Maçã Maguary Fruit Shoot Caixa 150ml,https://www.paodeacucar.com/produto/595334/suco-maca-maguary-fruit-shoot-caixa-150ml,0.0,68.0,17.0,0.0,0.0,0.0,0.0,17.0,0.0,2025-10-16 22:02:49,Não especificada,7896000597878
Néctar Orgânico Sabor Maçã e Uva NATIVE 200 g,https://www.paodeacucar.com/produto/405912/nectar-organico-sabor-maca-e-uva-native-200-g,0.0,92.0,23.0,0.0,0.0,0.0,0.0,17.0,53.0,2025-10-16 22:03:44,Não especificada,7898206502663
Suco de Milho Frutos do Campo 500ml,https://www.paodeacucar.com/produto/283006/suco-de-milho-frutos-do-campo-500ml,0.0,0.0,76.0,0.0,0.02,1.5,2.61,0.0,358.0,2025-10-16 22:04:21,Não especificada,7898994848851
Refrigerante Laranja Zero Adição de Açúcar Fanta Lata 350ml,https://www.paodeacucar.com/produto/110392/refrigerante-laranja-zero-adicao-de-acucar-fanta-lata-350ml,0.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,135.0,2025-10-16 22:04:38,Não especificada,7894900150018
Cerveja Pilsen Puro Malte Unfiltered Eisenbahn Garrafa 355ml,https://www.paodeacucar.com/produto/1380265/cerveja-pilsen-puro-malte-unfiltered-eisenbahn-garrafa-355ml,0.0,41.0,3.5,0.47,0.0,0.0,0.0,0.0,5.8,2025-10-16 22:06:45,Não especificada,7898367984346
Refresco Adoçado Uva Del Valle Kapo Caixa 200ml,https://www.paodeacucar.com/produto/140106/refresco-adocado-uva-del-valle-kapo-caixa-200ml,0.0,71.0,17.0,0.0,0.0,0.0,0.0,17.0,8.3,2025-10-16 22:07:02,Não especificada,7894900593709
"Suco Natural One Caju Ambiente Garrafa 1,3L","https://www.paodeacucar.com/produto/1636200/suco-natural-one-caju-ambiente-garrafa-1,3l",0.0,68.0,17.0,0.0,0.0,0.0,0.0,16.0,11.0,2025-10-16 22:08:17,Não especificada,7899916918706
Suco Maçã Del Valle Caixa 1l,https://www.paodeacucar.com/produto/354327/suco-maca-del-valle-caixa-1l,0.0,98.0,24.0,0.0,0.0,0.0,2.8,24.0,25.0,2025-10-16 22:09:31,Não especificada,7894900612004
"Refrigerante Citrus Schweppes Garrafa 1,5l","https://www.paodeacucar.com/produto/101676/refrigerante-citrus-schweppes-garrafa-1,5l",0.0,7.0,1.1,0.0,0.0,0.0,0.0,1.1,50.0,2025-10-16 22:09:48,Não especificada,7894900321753
